"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0500000US45059","Laurens County, South Carolina","24805","1232","44038","3446","75.8","2.4","43774","3728","22.6","2.6","44286","9053","N","N","-","**","N","N","-","**","N","N","-","**","N","N","-","**","N","N","N","N","N","N","60472","28256","74.7","2.6","43657","3708","4.8","1.6","20981","3411","27.0","2.8","47306","12135","40.6","2.9","54723","11936","27.7","2.1","34758","3546","17047","1523","52226","2875","N","N","45342","7200","N","N","58654","9391","N","N","63683","4673","N","N","26453","9558","N","N","42248","11850","7758","1112","23234","3354","56.4","6.5","19438","2204","50.6","7.1","19889","2773","5.8","3.4","10417","15814","43.6","6.5","30394","3611","30.5","7.1","28347","10388","13.2","6.2","40636","11804","40.5","(X)","(X)","(X)","42.0","(X)","(X)","(X)","37.1","(X)","(X)","(X)",
"0500000US45063","Lexington County, South Carolina","110146","2037","57382","2703","81.7","1.3","61428","2830","13.9","1.0","41969","7528","N","N","N","N","N","N","66125","24827","N","N","-","**","N","N","N","N","N","N","54142","7320","N","N","42741","22714","79.2","1.2","62064","3131","3.0","0.7","27666","11321","33.4","1.4","57432","4836","40.2","1.4","71726","7036","23.4","0.8","45911","2876","75624","2408","72911","3239","42.1","2.5","72145","6910","57.9","2.5","73277","3380","73.9","2.1","85672","3254","18.6","2.0","33879","3681","7.4","1.5","45649","11673","34522","2228","35258","2781","53.0","3.8","29510","3320","44.3","3.4","25570","5262","8.7","2.2","65029","13211","47.0","3.8","41292","8678","35.9","3.5","35660","3254","11.0","2.7","54853","8824","35.3","(X)","(X)","(X)","34.9","(X)","(X)","(X)","34.0","(X)","(X)","(X)",
"0500000US45073","Oconee County, South Carolina","31498","1248","43743","5449","89.9","2.5","48069","4408","N","N","19359","5209","N","N","-","**","N","N","-","**","N","N","-","**","N","N","23517","19226","N","N","32238","25593","N","N","N","N","87.3","2.5","48671","4225","2.9","1.5","39208","21800","27.3","2.2","44500","9292","36.2","2.6","55897","10749","33.6","2.5","36838","5787","21780","1480","54808","5238","N","N","47712","11933","N","N","58023","7910","N","N","67319","8530","N","N","21719","5822","N","N","45774","8051","9718","1468","22825","3506","54.8","8.0","23818","4115","48.7","8.2","23766","5565","6.1","3.7","23966","9344","45.2","8.0","21036","7078","39.3","7.2","19937","4634","5.9","3.6","40352","20902","32.8","(X)","(X)","(X)","30.7","(X)","(X)","(X)","35.7","(X)","(X)","(X)",
"0500000US45075","Orangeburg County, South Carolina","33449","1347","32450","4533","37.9","2.6","42225","6392","60.5","2.5","27568","4284","N","N","34491","13478","N","N","-","**","N","N","-","**","N","N","-","**","N","N","13221","7584","N","N","-","**","37.9","2.6","42225","6392","2.9","1.5","23371","13433","25.7","2.9","28818","6269","40.2","2.9","43115","5351","31.2","2.2","26222","3122","18928","1555","44155","5465","N","N","40024","11334","N","N","50229","4020","N","N","58178","6419","N","N","27471","4524","N","N","49639","28306","14521","1502","15208","4807","52.1","5.2","14697","3654","49.8","5.3","14232","2405","2.2","1.9","27280","22739","47.9","5.2","16919","16239","47.6","5.3","16601","15561","0.3","0.5","-","**","39.2","(X)","(X)","(X)","41.2","(X)","(X)","(X)","34.2","(X)","(X)","(X)",
"0500000US45077","Pickens County, South Carolina","47303","1354","45779","2324","89.6","1.7","47978","4182","N","N","30948","4465","N","N","-","**","N","N","N","N","N","N","-","**","N","N","-","**","N","N","-","**","N","N","N","N","87.8","2.0","48318","4321","8.0","1.9","14567","9957","32.2","2.7","45968","6679","33.4","2.0","71732","8829","26.4","1.9","36962","5987","30482","1810","57412","8088","N","N","53064","6383","N","N","65634","7052","N","N","71582","8315","N","N","23904","8724","N","N","39792","8572","16821","1795","26456","2242","52.1","6.4","26388","5828","42.8","6.1","26019","6807","9.4","2.9","27110","19860","47.9","6.4","26489","2766","30.1","5.9","23057","9872","17.8","5.7","33157","7194","39.5","(X)","(X)","(X)","37.3","(X)","(X)","(X)","43.0","(X)","(X)","(X)",
"0500000US45079","Richland County, South Carolina","153376","2566","52030","1816","47.7","1.2","61352","1837","46.6","1.3","42236","5128","N","N","73919","51240","N","N","N","N","N","N","-","**","N","N","40085","24099","N","N","76383","36651","3.9","0.6","44752","7334","45.5","1.1","62490","4363","7.5","1.2","22940","5804","36.6","1.2","54240","4394","36.0","1.3","60608","4386","19.9","0.8","47628","3867","92749","3903","63252","4400","47.0","2.4","55926","9804","53.0","2.4","66104","5637","62.2","3.5","83723","6558","29.1","2.9","36774","2972","8.7","1.7","41799","15275","60627","3777","36245","1932","54.9","2.8","33387","3632","45.5","3.2","31576","1704","9.4","2.0","49125","4278","45.1","2.8","42454","7014","32.6","2.7","36621","7156","12.6","2.4","58830","8888","40.6","(X)","(X)","(X)","43.0","(X)","(X)","(X)","34.3","(X)","(X)","(X)",
"0500000US45083","Spartanburg County, South Carolina","113463","2259","47371","2336","76.1","1.2","51982","2650","20.0","1.0","33406","3726","N","N","-","**","N","N","44712","26155","N","N","-","**","N","N","27062","4069","N","N","41566","26324","N","N","38174","16888","72.8","1.3","52812","3946","4.1","1.0","25181","5243","30.9","1.4","51580","3375","38.6","1.5","55619","5300","26.3","0.9","36553","2268","75671","2810","58450","3314","36.8","2.7","49948","4458","63.2","2.7","62020","2781","70.0","2.8","69520","4081","21.7","2.4","31285","4562","8.3","1.5","38419","12834","37792","2474","27666","2656","54.0","4.0","23426","2421","47.1","4.1","21822","2306","6.9","2.1","44099","16228","46.0","4.0","33553","5549","37.9","3.7","30516","4371","8.1","2.1","49139","15499","36.0","(X)","(X)","(X)","37.3","(X)","(X)","(X)","31.2","(X)","(X)","(X)",
"0500000US45085","Sumter County, South Carolina","41439","1441","40614","5396","50.6","2.4","50466","5672","46.4","2.2","28119","7952","N","N","-","**","N","N","N","N","N","N","-","**","N","N","-","**","N","N","-","**","N","N","31239","16180","48.2","2.1","50688","4744","5.3","2.0","27497","5465","30.3","2.3","41107","8577","36.4","2.1","47143","8197","28.0","1.7","29027","5728","27025","1925","47284","5675","N","N","41609","7205","N","N","52815","5009","N","N","61514","6117","N","N","28788","6849","N","N","41594","6363","14414","1658","21760","4620","53.1","6.5","16446","2401","47.4","5.6","15646","2520","5.7","3.2","26349","20896","46.9","6.5","28914","6310","42.4","7.2","25625","9076","4.5","3.1","41166","27361","37.6","(X)","(X)","(X)","36.4","(X)","(X)","(X)","38.5","(X)","(X)","(X)",
"0500000US45091","York County, South Carolina","98128","1665","60767","3181","76.9","1.1","71428","2824","18.4","1.0","39544","8012","N","N","26767","6439","N","N","71256","20493","N","N","-","**","N","N","39279","19535","N","N","47117","32753","N","N","53195","3224","74.7","1.2","72106","2960","3.2","0.8","20129","13573","33.7","1.8","65518","7030","40.8","1.4","79512","5986","22.3","1.0","43709","5143","69271","2489","75183","3973","43.6","2.3","73903","4529","56.4","2.3","77588","6715","75.6","2.8","86672","3892","16.9","2.4","37033","5337","7.5","2.0","43223","17313","28857","2177","37753","6615","53.1","4.4","34699","7651","44.8","4.7","31674","4261","8.3","2.1","63482","32999","46.9","4.4","40560","6673","36.9","4.5","39162","8390","10.0","2.8","55663","23171","28.5","(X)","(X)","(X)","29.4","(X)","(X)","(X)","25.6","(X)","(X)","(X)",
"0500000US46099","Minnehaha County, South Dakota","73808","1392","60038","3711","91.8","1.0","62472","3123","N","N","44157","17289","N","N","15952","4727","N","N","70482","24297","N","N","-","**","N","N","48292","6275","N","N","32641","28578","N","N","49468","3868","90.3","1.1","62826","3203","5.4","0.9","37917","9704","36.8","1.5","68525","5496","35.9","1.5","71761","8734","22.0","1.0","38570","3871","44456","1913","78493","4622","47.4","2.5","76885","6251","52.6","2.5","79936","6508","77.0","2.8","89367","3597","15.4","2.3","36521","5816","7.6","1.8","50629","14492","29352","1982","35841","3505","52.2","3.1","28744","3542","43.6","3.6","24567","3652","8.5","2.5","69666","7746","47.8","3.1","41587","5988","38.7","3.5","38095","3245","9.2","2.5","63036","18780","26.1","(X)","(X)","(X)","26.3","(X)","(X)","(X)","24.2","(X)","(X)","(X)",
"0500000US46103","Pennington County, South Dakota","42956","1437","50950","2839","88.0","2.0","54452","3230","N","N","48638","3811","N","N","9651","5069","N","N","62685","33541","N","N","-","**","N","N","N","N","N","N","N","N","N","N","N","N","86.8","1.9","54447","3258","4.8","1.4","30216","15351","31.2","2.2","53682","6175","38.2","2.4","57381","10372","25.8","2.2","44755","4519","26969","1662","63487","5659","N","N","56349","10624","N","N","67738","8812","N","N","75307","4889","N","N","24020","8767","N","N","42944","12742","15987","1668","31697","2929","52.7","5.4","32328","4127","45.9","6.0","29061","5571","6.8","2.8","56454","12284","47.3","5.4","31237","4462","38.8","5.9","30757","5850","8.5","3.3","47219","31896","27.5","(X)","(X)","(X)","27.6","(X)","(X)","(X)","27.4","(X)","(X)","(X)",
"0500000US47001","Anderson County, Tennessee","31209","1084","46055","5106","92.3","1.3","46661","5170","N","N","40836","33180","N","N","-","**","N","N","63259","11961","N","N","-","**","N","N","-","**","N","N","N","N","N","N","N","N","91.1","1.4","46521","5069","3.8","1.7","40148","39740","24.4","3.1","52344","6400","43.8","3.2","48892","7509","28.1","2.3","39693","7889","21347","1668","55419","3857","N","N","51794","5021","N","N","56896","5604","N","N","64345","10132","N","N","35362","9094","N","N","50508","10237","9862","1519","25003","2306","55.9","6.5","21687","4359","50.3","6.7","20528","4634","5.5","3.8","41101","26091","44.1","6.5","32977","7394","35.4","5.9","28139","7748","8.7","4.9","77982","19953","29.6","(X)","(X)","(X)","28.7","(X)","(X)","(X)","31.4","(X)","(X)","(X)",
"0500000US47009","Blount County, Tennessee","49672","1397","51183","2059","95.2","1.0","52017","2325","N","N","26159","8221","N","N","-","**","N","N","N","N","N","N","-","**","N","N","-","**","N","N","N","N","N","N","30000","16939","93.8","1.0","52196","2390","1.8","0.8","41293","16825","26.8","1.7","56945","11211","40.3","2.3","52865","5716","31.1","2.0","43368","9982","33184","1773","61447","5004","N","N","61675","8984","N","N","61329","5392","N","N","69422","5938","N","N","28357","3122","N","N","35515","9413","16488","1487","29735","5043","52.4","5.3","26852","3235","48.1","4.8","26137","2528","4.3","2.1","42480","116271","47.6","5.3","31951","5040","36.8","4.8","30582","7018","10.9","4.1","69639","23100","34.6","(X)","(X)","(X)","35.4","(X)","(X)","(X)","31.6","(X)","(X)","(X)",
"0500000US47011","Bradley County, Tennessee","40710","1251","44853","3202","92.4","1.7","45759","3188","N","N","28894","4758","N","N","58808","16182","N","N","-","**","N","N","-","**","N","N","N","N","N","N","-","**","N","N","27422","12602","88.4","1.7","46909","3696","3.7","1.3","24414","4495","31.2","2.5","47662","8894","39.9","2.3","48682","8683","25.1","1.8","39505","5527","26902","1731","54231","6138","N","N","59331","11273","N","N","51974","6517","N","N","63182","8182","N","N","31872","5379","N","N","42455","15042","13808","1690","29132","5386","55.1","6.1","27541","5113","46.3","5.6","24475","4152","8.8","4.3","65303","27766","44.9","6.1","33645","7067","35.9","6.1","30769","10403","9.0","4.2","42143","30525","37.6","(X)","(X)","(X)","36.7","(X)","(X)","(X)","38.7","(X)","(X)","(X)",
"0500000US47037","Davidson County, Tennessee","281967","3233","54855","2291","68.2","0.9","62310","2192","26.0","0.9","38881","2798","N","N","80291","46492","2.8","0.3","71861","8682","N","N","-","**","N","N","46239","6631","1.8","0.4","31956","5880","6.9","0.5","44114","4942","62.4","1.0","63684","2695","6.0","0.7","37537","2878","41.9","0.9","57737","4000","34.1","0.9","61598","2381","18.0","0.5","47017","3926","156117","4068","67482","3082","40.8","1.5","50998","4520","59.2","1.5","74740","3462","66.4","2.2","82451","3257","25.8","1.9","38161","2597","7.8","1.3","52041","7865","125850","3889","41414","1342","52.4","2.1","39538","2759","40.0","2.3","32363","3077","12.4","1.5","66050","10405","47.6","2.1","45164","4429","36.0","2.1","37451","3470","11.6","1.5","65533","10035","41.8","(X)","(X)","(X)","43.2","(X)","(X)","(X)","38.6","(X)","(X)","(X)",
"0500000US47059","Greene County, Tennessee","25418","1671","41109","2427","95.3","1.9","41733","3205","N","N","20853","13095","N","N","-","**","N","N","N","N","N","N","-","**","N","N","-","**","N","N","55361","44184","N","N","N","N","94.8","2.0","41721","3199","2.7","2.0","36618","21978","20.4","3.3","52051","11875","44.1","3.5","44632","7981","32.9","3.0","32244","7532","16155","1849","52527","6885","N","N","57283","13723","N","N","51552","8571","N","N","63449","8151","N","N","25048","9864","N","N","40815","8219","9263","1467","22989","7907","53.1","7.1","26371","7739","49.8","6.7","25228","9052","3.3","2.4","53089","33651","46.9","7.1","17727","10421","41.1","6.5","14604","8551","5.8","4.2","27200","32144","43.0","(X)","(X)","(X)","49.3","(X)","(X)","(X)","30.8","(X)","(X)","(X)",
"0500000US47065","Hamilton County, Tennessee","139615","2674","47898","2625","77.2","1.3","53949","3008","19.9","1.4","29767","3296","N","N","N","N","N","N","73972","32488","N","N","-","**","N","N","41042","30412","N","N","51728","7244","N","N","27896","9970","74.8","1.3","54712","2823","2.7","0.5","27098","7541","32.0","1.3","52058","3753","38.2","1.3","58404","4611","27.0","1.1","33767","2307","77727","3102","71160","4339","33.0","2.6","74561","9154","67.0","2.6","70294","4188","77.7","2.2","82823","5885","17.1","2.2","31844","5438","5.3","1.1","51273","6990","61888","3461","30896","1963","54.3","3.3","28088","3223","49.4","3.1","25698","3476","4.9","1.0","56855","9642","45.7","3.3","33801","4693","39.4","3.5","32129","4334","6.3","1.6","55603","18247","34.5","(X)","(X)","(X)","36.6","(X)","(X)","(X)","31.1","(X)","(X)","(X)",
"0500000US47093","Knox County, Tennessee","183889","3184","52102","1867","86.2","0.9","56463","2242","9.6","0.8","30309","6272","N","N","41414","19021","N","N","50354","33269","N","N","-","**","N","N","29186","7079","N","N","40827","22571","3.0","0.3","41218","14090","83.7","0.9","56783","2591","7.1","0.8","22948","4143","31.7","0.9","60251","3404","37.5","0.9","62414","4263","23.7","0.9","41786","4057","109524","3136","71463","3209","41.6","2.0","73164","6401","58.4","2.0","70854","3581","76.7","2.5","83061","2761","16.4","2.1","30164","4488","6.9","1.3","47979","10502","74365","3515","32045","1445","54.2","2.6","30192","1828","44.6","2.9","26779","2330","9.7","1.8","46793","11845","45.8","2.6","35004","2327","34.4","2.7","32243","2986","11.4","1.8","42598","6622","27.1","(X)","(X)","(X)","27.9","(X)","(X)","(X)","25.3","(X)","(X)","(X)",
"0500000US47113","Madison County, Tennessee","37322","1304","41791","2879","63.1","2.2","47566","4931","35.0","2.1","35664","8338","N","N","-","**","N","N","N","N","N","N","-","**","N","N","-","**","N","N","51285","25436","N","N","N","N","60.4","2.1","48611","5426","4.7","1.7","37877","6428","28.1","2.8","40896","7616","40.0","2.4","50031","6887","27.2","1.8","36042","6840","25073","1860","49678","5202","N","N","42282","7403","N","N","55926","7700","N","N","66431","12761","N","N","25470","6226","N","N","42887","11515","12249","1648","26760","4636","53.5","6.2","20348","5952","46.6","6.3","17579","5682","7.0","3.7","43107","12144","46.5","6.2","38097","5906","40.7","6.5","37245","9057","5.7","2.9","58239","32149","51.2","(X)","(X)","(X)","47.5","(X)","(X)","(X)","58.0","(X)","(X)","(X)",
"0500000US47119","Maury County, Tennessee","33667","951","50591","2647","82.8","2.3","52497","6262","15.0","2.3","39604","8520","N","N","-","**","N","N","-","**","N","N","-","**","N","N","55541","25695","N","N","52872","49789","N","N","52667","10548","80.4","2.2","52438","7410","2.2","1.3","12500","26623","32.1","2.4","51512","5316","40.7","2.9","60982","9202","25.0","2.1","38447","5523","22436","1545","60876","6750","N","N","62553","9763","N","N","60783","8111","N","N","70211","6893","N","N","30382","14156","N","N","35437","11513","11231","1391","36108","7172","57.5","6.4","26672","10826","49.8","7.4","23647","3699","7.7","4.2","64719","19828","42.5","6.4","41291","7793","33.5","6.4","37635","8790","9.0","5.1","48598","17253","34.1","(X)","(X)","(X)","36.2","(X)","(X)","(X)","29.8","(X)","(X)","(X)",
"0500000US47125","Montgomery County, Tennessee","69427","1755","56112","3259","74.6","1.7","59069","4938","19.1","1.5","50203","7508","N","N","51329","1719","N","N","N","N","N","N","-","**","N","N","N","N","N","N","58313","25806","9.9","0.9","50508","7601","66.1","1.6","60667","5379","6.4","1.1","25682","3098","45.6","2.1","58900","6827","32.4","2.0","67969","4491","15.5","1.2","42106","8386","50713","2394","66144","3169","53.7","3.1","62855","6357","46.3","3.1","68113","3282","74.3","3.2","73411","3617","18.2","2.7","30578","4117","7.5","2.1","49069","12473","18714","1914","33372","4777","56.4","6.4","24175","4289","46.1","6.4","23779","3640","10.3","4.4","45384","29699","43.6","6.4","46264","9846","30.9","6.3","45632","9462","12.7","3.9","55768","27835","40.2","(X)","(X)","(X)","38.1","(X)","(X)","(X)","42.6","(X)","(X)","(X)",
"0500000US47141","Putnam County, Tennessee","31343","1019","37437","5732","96.3","1.4","37479","5948","N","N","-","**","N","N","-","**","N","N","N","N","N","N","-","**","N","N","-","**","N","N","N","N","N","N","31157","24867","92.9","1.9","37641","5761","9.3","2.4","13234","4626","32.8","2.7","50359","9161","32.8","2.5","52664","11821","25.1","1.9","28723","5017","19265","1311","53560","8700","N","N","46369","9390","N","N","60970","4154","N","N","62118","8784","N","N","25427","3400","N","N","43693","34171","12078","1412","19195","2210","51.1","6.2","20571","2310","46.1","6.6","20987","2713","5.1","2.7","18968","2827","48.9","6.2","17638","3926","35.4","6.1","16581","4594","13.5","4.6","26267","20787","35.2","(X)","(X)","(X)","35.2","(X)","(X)","(X)","33.5","(X)","(X)","(X)",
"0500000US47147","Robertson County, Tennessee","25302","725","60423","5914","88.6","2.1","63176","4959","N","N","36029","23449","N","N","-","**","N","N","-","**","N","N","-","**","N","N","-","**","N","N","N","N","N","N","53433","30001","84.8","2.1","63469","4834","2.1","1.4","79943","36722","32.8","2.7","67661","6186","41.0","2.7","65402","9392","24.1","2.0","30299","5613","19008","1162","67122","5847","N","N","70312","7079","N","N","65761","6792","N","N","75659","8062","N","N","37180","7343","N","N","50536","32391","6294","1055","33255","7174","44.3","7.5","26172","7923","39.5","7.0","25032","8165","4.8","2.8","42051","51576","55.7","7.5","52300","21116","37.5","7.3","22368","18072","18.1","9.0","81256","18637","47.6","(X)","(X)","(X)","48.2","(X)","(X)","(X)","45.8","(X)","(X)","(X)",
"0500000US47149","Rutherford County, Tennessee","111387","1266","61157","1718","80.9","1.2","63125","3691","13.7","1.1","50601","8236","N","N","-","**","N","N","70526","18772","N","N","-","**","N","N","64355","15274","N","N","52717","17823","N","N","43041","8819","76.9","1.2","64711","3873","7.9","1.2","29992","18159","38.1","1.5","66624","5136","36.3","1.3","74388","5705","17.7","1.0","42185","3463","77184","2785","76209","2953","51.3","2.7","72059","4987","48.7","2.7","79832","4673","74.3","2.7","85000","3164","19.2","2.2","38173","5326","6.4","1.9","69008","10231","34203","2732","36961","3731","57.3","4.3","33844","2460","43.6","4.8","30966","4557","13.7","3.3","54239","9776","42.7","4.3","42037","7185","27.7","4.2","36726","7483","14.9","3.6","56356","5026","35.9","(X)","(X)","(X)","36.0","(X)","(X)","(X)","33.9","(X)","(X)","(X)",
"0500000US47155","Sevier County, Tennessee","36098","1917","45609","2290","98.1","1.0","45934","2000","N","N","-","**","N","N","-","**","N","N","-","**","N","N","-","**","N","N","-","**","N","N","30405","27345","N","N","29461","4533","95.2","1.2","46587","1993","2.8","1.6","35313","26331","29.4","2.8","44375","5098","39.3","2.7","46937","8484","28.5","2.2","45882","6104","26043","2032","52349","4814","N","N","43089","6685","N","N","58985","4515","N","N","59455","3893","N","N","24186","10510","N","N","63045","26013","10055","1285","30124","4462","63.7","7.6","27146","5694","58.6","7.7","25630","6953","5.1","3.3","63048","32467","36.3","7.6","34800","13929","24.3","6.0","31862","12855","12.1","5.8","41285","10593","35.7","(X)","(X)","(X)","35.4","(X)","(X)","(X)","36.6","(X)","(X)","(X)",
"0500000US47157","Shelby County, Tennessee","354666","4263","47690","1986","42.0","0.9","69860","2781","52.6","0.9","35664","2246","N","N","60985","6016","2.2","0.3","77813","22021","N","N","N","N","1.7","0.3","37781","9002","N","N","37258","33199","4.0","0.3","41789","4639","39.9","0.8","71158","2331","4.8","0.6","24551","4828","34.6","0.9","45037","2778","39.4","0.8","59320","2901","21.2","0.6","42941","2378","218893","5149","61131","1542","43.7","1.6","45570","6207","56.3","1.6","68956","2242","60.3","1.7","85874","2751","31.4","1.4","30203","1896","8.3","1.1","32777","10833","135773","5436","31427","1225","53.5","2.1","29257","2587","47.2","2.0","26470","2408","6.2","1.0","46979","4600","46.5","2.1","35529","3880","37.4","1.9","30911","2565","9.2","1.4","54419","10471","38.1","(X)","(X)","(X)","39.3","(X)","(X)","(X)","33.8","(X)","(X)","(X)",
"0500000US47163","Sullivan County, Tennessee","64795","1676","42859","2576","96.7","0.8","43451","2789","N","N","30607","6131","N","N","-","**","N","N","N","N","N","N","-","**","N","N","-","**","N","N","36837","22535","N","N","25968","16667","96.5","0.8","43446","2799","3.6","1.1","29366","8142","24.4","1.6","46808","4406","40.1","1.9","47994","5968","31.9","1.3","38410","2607","42493","1849","52060","3044","34.3","2.5","48960","3466","65.7","2.5","54663","4520","76.1","3.5","59884","3521","16.5","3.0","30875","4309","7.3","2.0","29628","7768","22302","1582","26457","3669","53.0","4.0","22150","1803","47.6","4.2","20923","1599","5.4","2.2","50155","16189","47.0","4.0","33234","3711","35.8","4.0","30725","4211","11.2","3.7","44082","23023","29.5","(X)","(X)","(X)","29.1","(X)","(X)","(X)","28.9","(X)","(X)","(X)",
"0500000US47165","Sumner County, Tennessee","65186","1356","60503","3522","90.8","1.4","61729","4389","N","N","42605","10012","N","N","40480","17124","N","N","61944","35282","N","N","-","**","N","N","-","**","N","N","N","N","N","N","34896","18840","87.4","1.5","62373","4991","3.4","1.2","32439","9972","30.3","2.1","70166","8544","41.0","1.9","73680","7260","25.3","1.3","44356","6985","46884","1920","75832","4928","41.1","2.5","82542","7973","58.9","2.5","73212","5127","79.0","2.9","87960","7485","14.9","2.5","38549","5056","6.1","1.9","29868","23818","18302","1839","32660","4398","56.6","5.7","32316","3487","51.6","5.9","31580","2386","5.0","2.4","49273","12810","43.4","5.7","34688","12336","37.5","6.0","32705","10504","5.9","3.0","43506","27331","37.9","(X)","(X)","(X)","37.4","(X)","(X)","(X)","37.2","(X)","(X)","(X)",
"0500000US47179","Washington County, Tennessee","52707","1805","46276","2735","92.4","1.4","47490","3573","N","N","22668","4382","N","N","N","N","N","N","47105","7797","N","N","-","**","N","N","-","**","N","N","N","N","N","N","31840","20996","90.5","1.4","47767","3785","6.1","1.6","25635","7178","28.5","2.3","46304","4819","39.4","2.4","57908","5739","26.0","2.2","38457","5291","35031","2292","56468","5540","N","N","55221","13029","N","N","57429","6344","N","N","68549","4881","N","N","24387","4954","N","N","40369","9675","17676","2031","30224","5408","54.7","5.6","28243","8117","40.8","5.6","26259","8027","14.0","5.1","38129","20517","45.3","5.6","31623","7226","37.0","5.8","26371","11689","8.3","3.1","44490","19255","38.6","(X)","(X)","(X)","39.0","(X)","(X)","(X)","36.4","(X)","(X)","(X)",
"0500000US47187","Williamson County, Tennessee","73811","1371","106054","5194","89.5","0.9","108062","4492","N","N","67602","29733","N","N","-","**","N","N","92703","49577","N","N","-","**","N","N","86367","15377","N","N","135850","73259","N","N","42235","38150","85.8","1.0","110365","4649","1.9","1.1","21780","17560","33.0","1.7","103891","10361","45.6","1.7","125334","8854","19.5","1.0","71530","7357","61132","1902","115221","8003","N","N","125732","6110","N","N","104444","7316","N","N","124023","6895","N","N","51204","7009","N","N","91462","41662","12679","1696","50457","6044","55.6","7.1","46191","10081","45.6","7.7","39558","10591","10.0","4.8","80729","35417","44.4","7.1","52150","19830","35.8","7.2","59952","27426","8.6","4.7","46673","17300","28.6","(X)","(X)","(X)","29.3","(X)","(X)","(X)","22.7","(X)","(X)","(X)",
"0500000US47189","Wilson County, Tennessee","47707","1288","71153","2996","90.2","1.6","71698","2939","N","N","57479","18691","N","N","-","**","N","N","76634","23435","N","N","-","**","N","N","-","**","N","N","N","N","N","N","65204","17225","88.2","1.5","71878","3159","1.9","1.0","41788","15496","31.2","2.0","82467","5934","42.6","2.4","79851","10640","24.3","2.1","48434","4025","35955","1978","82117","5366","N","N","81563","6643","N","N","82349","11535","N","N","91117","4730","N","N","46141","22060","N","N","41839","24147","11752","2024","31098","2995","53.0","6.2","28845","5798","42.9","5.9","28016","7150","10.1","4.6","32538","15109","47.0","6.2","31698","4372","37.7","6.4","29804","5748","9.3","4.9","114358","98443","41.1","(X)","(X)","(X)","42.0","(X)","(X)","(X)","38.4","(X)","(X)","(X)",
"0500000US48005","Angelina County, Texas","30210","1391","41161","7072","81.9","2.9","42184","9305","N","N","32993","12320","N","N","-","**","N","N","N","N","N","N","-","**","N","N","61679","16685","N","N","42996","42120","N","N","36786","8644","70.1","2.9","45425","8925","3.4","1.6","23364","3678","32.4","3.7","51424","5580","38.7","3.7","48965","5094","25.6","2.5","28555","5410","19611","1763","51771","3509","N","N","53901","7862","N","N","50704","4095","N","N","60561","8821","N","N","31869","12001","N","N","24989","47277","10599","1588","23073","4014","48.5","7.2","19250","4279","46.5","7.2","18844","3730","2.0","2.1","34636","158576","51.5","7.2","25804","5250","41.2","8.2","24150","5689","10.3","6.0","29700","47620","31.9","(X)","(X)","(X)","35.9","(X)","(X)","(X)","24.2","(X)","(X)","(X)",
